Filename	Segment	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	Dic	function	pronoun	ppron	i	we	you	shehe	they	ipron	article	prep	auxverb	adverb	conj	negate	verb	adj	compare	interrog	number	quant	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	cogproc	insight	cause	discrep	tentat	certain	differ	percept	see	hear	feel	bio	body	health	sexual	ingest	drives	affiliation	achieve	power	reward	risk	focuspast	focuspresent	focusfuture	relativ	motion	space	time	work	leisure	home	money	relig	death	informal	swear	netspeak	assent	nonflu	filler	AllPunc	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP
29.txt	1	17	59.32	27.83	99.00	25.77	17.00	11.76	94.12	70.59	11.76	11.76	11.76	0.00	0.00	0.00	0.00	0.00	11.76	17.65	11.76	11.76	11.76	0.00	17.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	0.00	5.88	0.00	5.88	0.00	11.76	17.65	0.00	23.53	0.00	5.88	17.65	11.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00
29.txt	2	15	84.62	9.13	99.00	1.00	15.00	13.33	93.33	60.00	13.33	13.33	13.33	0.00	0.00	0.00	0.00	0.00	6.67	20.00	6.67	6.67	6.67	0.00	13.33	6.67	0.00	0.00	0.00	6.67	6.67	0.00	6.67	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.33	0.00	0.00	33.33	13.33	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.txt	3	28	9.53	1.00	99.00	87.20	28.00	10.71	85.71	60.71	28.57	21.43	21.43	0.00	0.00	0.00	0.00	7.14	0.00	14.29	3.57	3.57	14.29	3.57	17.86	0.00	0.00	0.00	0.00	0.00	3.57	3.57	0.00	0.00	0.00	0.00	3.57	0.00	0.00	0.00	0.00	7.14	0.00	0.00	3.57	0.00	0.00	3.57	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	3.57	3.57	3.57	0.00	0.00	0.00	0.00	10.71	3.57	0.00	14.29	7.14	7.14	0.00	3.57	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	10.71	0.00	0.00	0.00	0.00	0.00	0.00	3.57	0.00	0.00
29.txt	4	10	8.69	1.00	99.00	1.00	10.00	20.00	90.00	60.00	30.00	30.00	30.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	10.00	10.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	30.00	10.00	20.00	0.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.txt	5	4	1.92	50.00	1.00	1.00	4.00	25.00	75.00	25.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	25.00	0.00	0.00	0.00	25.00	25.00	0.00	0.00	0.00	0.00	25.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	25.00	0.00	50.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00
29.txt	6	15	8.69	9.13	82.75	25.77	7.50	0.00	80.00	66.67	33.33	20.00	20.00	0.00	0.00	0.00	0.00	13.33	0.00	13.33	20.00	0.00	0.00	0.00	13.33	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	6.67	0.00	6.67	0.00	0.00	0.00	20.00	0.00	6.67	0.00	6.67	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00
29.txt	7	16	1.00	99.00	1.00	99.00	5.33	0.00	81.25	50.00	31.25	25.00	12.50	0.00	12.50	0.00	0.00	6.25	0.00	0.00	18.75	6.25	0.00	0.00	18.75	0.00	0.00	6.25	6.25	0.00	6.25	6.25	0.00	0.00	0.00	0.00	31.25	0.00	0.00	6.25	0.00	6.25	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	6.25	0.00	0.00	0.00	18.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	6.25	0.00	0.00	12.50	0.00	0.00	0.00	6.25	0.00	0.00
29.txt	8	3	1.00	99.00	1.00	25.77	3.00	0.00	66.67	66.67	33.33	33.33	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	33.33	33.33	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00
29.txt	9	3	93.26	50.00	1.00	25.77	3.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.txt	10	8	93.26	10.58	74.76	25.77	8.00	12.50	62.50	50.00	12.50	12.50	12.50	0.00	0.00	0.00	0.00	0.00	12.50	12.50	12.50	0.00	0.00	0.00	12.50	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	12.50	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00
29.txt	11	9	46.37	99.00	4.97	25.77	9.00	11.11	88.89	44.44	11.11	11.11	0.00	0.00	11.11	0.00	0.00	0.00	11.11	0.00	22.22	0.00	0.00	0.00	22.22	0.00	0.00	0.00	0.00	0.00	22.22	11.11	11.11	0.00	0.00	0.00	22.22	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.22	11.11	0.00	0.00	0.00	11.11	0.00	11.11	0.00	11.11	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	11.11	0.00	22.22	0.00	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.txt	12	3	1.00	50.00	1.00	25.77	3.00	0.00	66.67	66.67	33.33	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	33.33	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.txt	13	4	38.60	50.00	99.00	25.77	4.00	0.00	75.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	25.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	50.00	0.00	25.00	25.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.txt	14	10	1.00	99.00	3.37	25.77	5.00	30.00	80.00	60.00	20.00	20.00	10.00	0.00	10.00	0.00	0.00	0.00	10.00	0.00	30.00	20.00	20.00	0.00	30.00	10.00	0.00	0.00	0.00	0.00	20.00	10.00	10.00	10.00	0.00	0.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	10.00	0.00	0.00	0.00	0.00	20.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	0.00	10.00	0.00	0.00	0.00	10.00	0.00	0.00	20.00	0.00	0.00
29.txt	15	9	1.00	1.00	98.01	25.77	9.00	0.00	100.00	66.67	22.22	22.22	22.22	0.00	0.00	0.00	0.00	0.00	0.00	11.11	22.22	11.11	11.11	11.11	44.44	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	11.11	22.22	11.11	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00
29.txt	16	2	1.92	99.00	1.00	99.00	2.00	0.00	100.00	50.00	50.00	50.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.txt	1	5	8.69	50.00	1.00	25.77	5.00	20.00	60.00	40.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.txt	2	7	99.00	92.33	89.63	99.00	7.00	14.29	100.00	42.86	14.29	14.29	14.29	0.00	0.00	0.00	0.00	0.00	14.29	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	14.29	14.29	0.00	0.00	0.00	0.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	57.14	28.57	14.29	0.00	0.00	14.29	0.00	14.29	0.00	14.29	0.00	14.29	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.txt	3	14	48.63	1.00	99.00	25.77	14.00	7.14	92.86	71.43	14.29	14.29	14.29	0.00	0.00	0.00	0.00	0.00	7.14	21.43	7.14	7.14	14.29	7.14	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	7.14	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.43	0.00	35.71	7.14	21.43	7.14	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00
15.txt	4	25	30.73	1.00	69.14	25.77	25.00	8.00	92.00	64.00	28.00	24.00	24.00	0.00	0.00	0.00	0.00	4.00	8.00	12.00	8.00	0.00	12.00	0.00	16.00	0.00	0.00	0.00	0.00	0.00	8.00	4.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	4.00	8.00	4.00	8.00	0.00	8.00	0.00	8.00	0.00	4.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.txt	5	39	2.41	15.25	94.81	2.70	9.75	10.26	94.87	69.23	23.08	17.95	15.38	0.00	2.56	0.00	0.00	5.13	2.56	10.26	15.38	5.13	15.38	2.56	20.51	0.00	0.00	2.56	0.00	0.00	2.56	0.00	2.56	0.00	2.56	0.00	7.69	0.00	0.00	0.00	0.00	10.26	0.00	2.56	2.56	5.13	0.00	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.26	2.56	5.13	0.00	5.13	0.00	2.56	25.64	2.56	15.38	2.56	7.69	5.13	10.26	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.26	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	2.56	0.00	0.00
15.txt	6	19	35.06	5.73	96.09	1.00	19.00	5.26	100.00	63.16	10.53	10.53	10.53	0.00	0.00	0.00	0.00	0.00	10.53	10.53	15.79	10.53	5.26	5.26	15.79	5.26	0.00	0.00	0.00	5.26	5.26	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.79	0.00	0.00	5.26	5.26	5.26	0.00	21.05	0.00	21.05	0.00	21.05	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00
15.txt	7	7	68.29	1.00	99.00	25.77	7.00	14.29	85.71	42.86	14.29	14.29	14.29	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	14.29	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.57	0.00	28.57	14.29	14.29	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00
15.txt	8	16	11.86	96.95	35.37	99.00	8.00	12.50	87.50	62.50	18.75	18.75	6.25	0.00	12.50	0.00	0.00	0.00	12.50	6.25	25.00	12.50	0.00	0.00	25.00	0.00	0.00	0.00	6.25	0.00	6.25	6.25	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	6.25	0.00	18.75	0.00	12.50	0.00	12.50	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	6.25	0.00	0.00
15.txt	9	11	99.00	96.52	2.40	25.77	11.00	18.18	81.82	54.55	9.09	9.09	0.00	9.09	0.00	0.00	0.00	0.00	18.18	27.27	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	9.09	0.00	0.00	9.09	9.09	0.00	0.00	0.00	0.00	0.00	9.09	0.00	9.09	0.00	9.09	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.txt	10	32	16.88	82.58	88.24	99.00	10.67	3.12	90.62	65.62	25.00	21.88	12.50	0.00	9.38	0.00	0.00	3.12	6.25	15.62	18.75	6.25	6.25	0.00	18.75	6.25	0.00	3.12	0.00	0.00	9.38	9.38	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	3.12	0.00	0.00	3.12	0.00	0.00	0.00	3.12	0.00	3.12	0.00	0.00	0.00	0.00	0.00	0.00	9.38	0.00	0.00	3.12	0.00	6.25	0.00	18.75	0.00	18.75	3.12	9.38	6.25	0.00	0.00	0.00	3.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.62	0.00	6.25	0.00	0.00	6.25	0.00	0.00	0.00	3.12	0.00	0.00
15.txt	11	8	1.92	99.00	7.84	25.77	4.00	12.50	62.50	50.00	25.00	12.50	0.00	0.00	12.50	0.00	0.00	12.50	0.00	0.00	12.50	12.50	0.00	0.00	12.50	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	12.50	0.00	0.00	12.50	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00
15.txt	12	10	78.30	99.00	1.00	25.77	5.00	10.00	60.00	50.00	20.00	10.00	0.00	0.00	10.00	0.00	0.00	10.00	0.00	20.00	10.00	0.00	0.00	0.00	10.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	10.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00
15.txt	13	6	18.82	50.00	23.51	25.77	6.00	0.00	83.33	33.33	33.33	33.33	16.67	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	16.67	16.67	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	16.67	16.67	0.00	33.33	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.txt	14	10	98.58	15.86	99.00	25.77	10.00	0.00	70.00	40.00	10.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	10.00	20.00	10.00	0.00	0.00	0.00	10.00	10.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	30.00	0.00	20.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00
15.txt	15	18	10.01	1.38	87.07	99.00	18.00	0.00	88.89	61.11	27.78	22.22	22.22	0.00	0.00	0.00	0.00	5.56	0.00	16.67	16.67	5.56	5.56	0.00	22.22	5.56	5.56	0.00	0.00	5.56	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	5.56	0.00	11.11	0.00	5.56	5.56	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00
15.txt	16	7	5.89	7.67	89.63	25.77	7.00	0.00	85.71	57.14	28.57	28.57	28.57	0.00	0.00	0.00	0.00	0.00	0.00	14.29	28.57	0.00	0.00	0.00	42.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	14.29	0.00	0.00	0.00	28.57	14.29	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00
15.txt	17	2	99.00	50.00	99.00	25.77	2.00	0.00	100.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	100.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.txt	18	5	93.26	97.69	1.00	25.77	5.00	20.00	60.00	40.00	20.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	20.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00
15.txt	19	31	54.54	99.00	1.00	83.22	15.50	9.68	90.32	54.84	22.58	22.58	6.45	3.23	3.23	9.68	0.00	0.00	9.68	9.68	9.68	0.00	6.45	0.00	16.13	0.00	0.00	0.00	0.00	0.00	3.23	3.23	0.00	0.00	0.00	0.00	32.26	0.00	0.00	0.00	12.90	6.45	0.00	3.23	3.23	0.00	0.00	0.00	3.23	0.00	3.23	0.00	0.00	0.00	0.00	0.00	0.00	9.68	3.23	0.00	3.23	0.00	3.23	3.23	12.90	3.23	6.45	0.00	6.45	0.00	6.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.90	0.00	3.23	0.00	0.00	3.23	0.00	0.00	3.23	3.23	0.00	0.00
15.txt	20	28	1.00	7.67	74.76	87.20	28.00	7.14	82.14	60.71	21.43	10.71	10.71	0.00	0.00	0.00	0.00	10.71	3.57	3.57	21.43	7.14	7.14	3.57	32.14	7.14	3.57	0.00	0.00	0.00	3.57	3.57	0.00	0.00	0.00	0.00	3.57	0.00	0.00	0.00	0.00	14.29	3.57	0.00	7.14	7.14	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.57	0.00	0.00	3.57	0.00	0.00	3.57	21.43	0.00	14.29	3.57	10.71	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00
